"ensembl_id","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000152583","SPARCL1",997.439773207048,4.60252604913626,0.211770756979802,21.733529760085,9.88999140317589e-105,1.83805490228024e-100
"ENSG00000148175","STOM",11193.718773887,1.45146597545841,0.08482489183557,17.111321264895,1.22195864693876e-65,1.13550507266784e-61
"ENSG00000179094","PER1",776.596665468835,3.18385763641243,0.201515441178902,15.7995715751919,3.13238098776412e-56,1.94051002191987e-52
"ENSG00000134686","PHC2",2737.98198594824,1.3871410723363,0.091584245839828,15.1460664398796,8.04391338847501e-52,3.7374032581202e-48
"ENSG00000125148","MT2A",3656.252782247,2.20343889385753,0.147408663472948,14.9478249238852,1.60919813059488e-50,5.98138945142118e-47
"ENSG00000120129","DUSP1",3409.02937530957,2.9489838513207,0.201613621328583,14.6269078045801,1.89192276418838e-48,5.8602307620735e-45
"ENSG00000189221","MAOA",2341.76725275591,3.305201087099,0.228111111588828,14.4894348376008,1.41300629502934e-47,3.75153171330289e-44
"ENSG00000109906","ZBTB16",385.071028862516,7.17608169936758,0.496600487566487,14.4504121100099,2.4919040398947e-47,5.78900457268037e-44
"ENSG00000178695","KCTD12",2649.85014895882,-2.49991230230125,0.178932897320517,-13.9712279839924,2.33564460670327e-44,4.82310611284226e-41
"ENSG00000101347","SAMHD1",12703.3870621821,3.8577240006005,0.279493478560935,13.8025546086559,2.45978807912722e-43,4.57151614505793e-40
"ENSG00000162614","NEXN",5393.10168349223,2.0299269733094,0.151717730572241,13.3796291682787,7.95432324071935e-41,1.34391906753426e-37
"ENSG00000196517","SLC6A9",229.640742740425,-2.21693448148835,0.166661340230208,-13.3020320034995,2.25262016075091e-40,3.48874547396297e-37
"ENSG00000096060","FKBP5",2564.36222687268,3.93840353594176,0.297068112432583,13.2575775423744,4.0785894918703e-40,5.83081428510842e-37
"ENSG00000116584","ARHGEF2",2250.59694884394,-1.01451691859463,0.0823216096750129,-12.3238226584698,6.74209682636407e-35,8.35345796786509e-32
"ENSG00000162616","DNAJB4",1467.63582703992,1.52093932286983,0.123387745659031,12.3265022368816,6.52166756306598e-35,8.35345796786509e-32
"ENSG00000166741","NNMT",7432.93635163421,2.16219168861736,0.17755092451588,12.1778678118005,4.07803964380617e-34,4.7368979237586e-31
"ENSG00000183044","ABAT",498.690421563468,1.15804241277522,0.0969897820143969,11.9398393183658,7.3364783968252e-33,8.02049711794096e-30
"ENSG00000144369","FAM171B",1303.27274542406,-1.35032358577439,0.116074194915133,-11.6332797893767,2.79161383363315e-31,2.88234128322622e-28
"ENSG00000198624","CCDC69",2057.19173059348,2.89490876194334,0.250748208654974,11.5450825251027,7.81664126965687e-31,7.64590936824068e-28
"ENSG00000164125","GASK1B",5596.34966690866,1.12453057941002,0.0980510761251563,11.4688244520094,1.89212133444174e-30,1.75825375002999e-27
"ENSG00000108821","COL1A1",100990.694351515,-1.2994986424702,0.115281510335371,-11.2723943214291,1.79617964283755e-29,1.58961898391123e-26
"ENSG00000135821","GLUL",19611.1821813456,3.00413422360715,0.268904803359706,11.1717387940765,5.60723316279387e-29,4.73683765138745e-26
"ENSG00000163884","KLF15",561.107166129071,4.58215201731381,0.412489584913717,11.1085277905193,1.14023859312544e-28,9.2136235883636e-26
"ENSG00000162692","VCAM1",508.170232439755,-3.60936731707633,0.326546905534174,-11.0531358769792,2.11688701594804e-28,1.63926438297476e-25
"ENSG00000164647","STEAP1",1920.71012986285,1.55673287223228,0.14101593517689,11.0394110444293,2.46644485072302e-28,1.83355510202749e-25
"ENSG00000077684","JADE1",1570.63461014914,1.20685074082152,0.109674193102567,11.0039627981842,3.65699798461978e-28,2.61405029015995e-25
"ENSG00000139132","FGD4",1223.46614081102,2.25391535086276,0.205632039491725,10.9609152174628,5.89006622941279e-28,4.0543289212458e-25
"ENSG00000114098","ARMC8",1010.29346134236,1.35685623166207,0.125611378647944,10.8020168735269,3.36724579088794e-27,2.23500939370187e-24
"ENSG00000181467","RAP2B",630.874185291974,-1.27247494957004,0.118312697946458,-10.7551849603319,5.60215180974589e-27,3.59020659945267e-24
"ENSG00000123562","MORF4L2",5040.48267766273,1.02828275778548,0.0958770667792086,10.7250126889412,7.76764120397729e-27,4.81205372586393e-24
"ENSG00000165995","CACNB2",495.092906698546,3.30048895068195,0.308522581912739,10.6977224494233,1.0431056095904e-26,6.25358637233469e-24
"ENSG00000145777","TSLP",152.372544224853,-2.78658590823821,0.26172397235811,-10.6470411675756,1.79995435363566e-26,1.04537973944746e-23
"ENSG00000116285","ERRFI1",3232.63543712134,2.43982512689445,0.229464078718989,10.6327105336708,2.09921096589727e-26,1.18223744852124e-23
"ENSG00000177666","PNPLA2",1701.23387978068,1.10497439455625,0.104992523716924,10.5243150220432,6.67451299598403e-26,3.64840658912833e-23
"ENSG00000163491","NEK10",160.225059048447,-2.47261435844431,0.236713950181977,-10.4455793861893,1.5351510427616e-25,8.15165203706408e-23
"ENSG00000183160","TMEM119",2987.67071981722,-1.16914748019238,0.112145760143152,-10.4252490571198,1.90160477095749e-25,9.81703463006804e-23
"ENSG00000103196","CRISPLD2",3082.06913512982,2.70054644727251,0.261065543461532,10.3443235421469,4.44041046336127e-25,2.230406174637e-22
"ENSG00000119138","KLF9",1683.2682077277,2.11010940471083,0.205833144431872,10.2515530748705,1.16457076011083e-24,5.69567041491047e-22
"ENSG00000163697","APBB2",2266.27450187641,1.08062000258613,0.105631369862158,10.2301049773024,1.45361722116191e-24,6.9270451423831e-22
"ENSG00000185950","IRS2",1974.88307917017,2.16283256469157,0.211701291523087,10.2164353799217,1.67383221421007e-24,7.77704292527353e-22
"ENSG00000157150","TIMP4",167.615505683076,2.93264086249161,0.287276402611576,10.2084293587344,1.81783507786977e-24,8.2401133956609e-22
"ENSG00000141401","IMPA2",627.527233035192,2.35552324464136,0.233148534225386,10.1031012374466,5.35223001140153e-24,2.36836178004518e-21
"ENSG00000158246","TENT5B",70.302802747663,2.33452803640191,0.231127896959323,10.1005896177594,5.49110369318098e-24,2.37330609622717e-21
"ENSG00000139289","PHLDA1",1975.8673223812,-0.9911540345727,0.0983188064249314,-10.0810218371545,6.70254142801074e-24,2.83106210089954e-21
"ENSG00000166482","MFAP4",26348.2769204739,-0.963940611842003,0.0958950198982859,-10.052040375657,8.9984680341532e-24,3.71636729810527e-21
"ENSG00000211445","GPX3",12285.6151498691,3.74276460601124,0.377114411574353,9.92474562397704,3.24930178178752e-23,1.31278855683741e-20
"ENSG00000133142","TCEAL4",3055.97384805426,1.54783890961581,0.156164971009429,9.91156275066545,3.70800252465062e-23,1.46623887065174e-20
"ENSG00000103502","CDIPT",3319.86908904901,0.822550832945645,0.0835990481065307,9.83923682836034,7.6287314558241e-23,2.9537494605519e-20
"ENSG00000172986","GXYLT2",756.366829107728,-1.56950145470581,0.159672155396519,-9.82952507159573,8.40140355318019e-23,3.18653234767048e-20
"ENSG00000164484","TMEM200A",816.794097566618,-1.21368618897621,0.125514806076983,-9.66966549135095,4.05701965198767e-22,1.50799420464382e-19
"ENSG00000197043","ANXA6",14120.9989647215,0.921728396880411,0.0964721251588679,9.55434945962403,1.24362764869926e-21,4.53192546099525e-19
"ENSG00000131389","SLC6A6",740.410803126942,-2.11967556144389,0.222557843973943,-9.52415571428731,1.66388891390755e-21,5.94680297403303e-19
"ENSG00000132356","PRKAA1",2383.87708318029,0.865649897730331,0.0910758922103226,9.50470949800059,2.00607146581398e-21,7.0344977721043e-19
"ENSG00000161647","MPP3",166.341518087729,1.5682793241663,0.16559616524438,9.47050507994491,2.78493793781072e-21,9.58482806929857e-19
"ENSG00000181061","HIGD1A",2420.90428250501,1.21028187979642,0.128067095387525,9.45037346348936,3.37623913618146e-21,1.14086189719877e-18
"ENSG00000250978","LOC101928819",56.3181939282227,6.30020960666055,0.667829920897552,9.43385345507308,3.9529360171681e-21,1.31188064069766e-18
"ENSG00000157514","TSC22D3",2205.70579219808,3.33850870736903,0.355372935971351,9.394380858643,5.7555320073152e-21,1.87660635712198e-18
"ENSG00000132970","WASF3",1322.81532016482,1.10253715472559,0.11814814144852,9.33181970709195,1.04068589951037e-20,3.33468059351727e-18
"ENSG00000110756","HPS5",995.251537070175,1.59106636119932,0.170864388057685,9.31186644148553,1.25605400257446e-20,3.91711819257487e-18
"ENSG00000124766","SOX4",1281.46865801595,-2.35748213351331,0.253189261631943,-9.31114581368124,1.26460635757058e-20,3.91711819257487e-18
"ENSG00000134253","TRIM45",136.921586068676,-1.9677176031952,0.211657942626793,-9.29668680879503,1.44890246708246e-20,4.41440202470942e-18
"ENSG00000221869","CEBPD",1963.57429862035,1.49925362072606,0.161386781500341,9.28981671725636,1.54554236165767e-20,4.63288786958191e-18
"ENSG00000163110","PDLIM5",1314.18432532042,1.58697462395982,0.171107601906547,9.274717232181,1.78090793090924e-20,5.25367839618225e-18
"ENSG00000157110","RBPMS",2970.45509966733,0.893717924194562,0.0977582578297562,9.14212204713131,6.12386724118808e-20,1.76647652799176e-17
"ENSG00000157613","CREB3L1",2782.52862633184,-0.979265687777418,0.107126978849765,-9.14116778324109,6.17815304382375e-20,1.76647652799176e-17
"ENSG00000227051","C14orf132",4615.74006753287,-1.14517008997897,0.125698788257816,-9.11043062428053,8.20556228564373e-20,2.3106117436165e-17
"ENSG00000196975","ANXA4",4908.8181516426,1.19328991733857,0.131518959989142,9.07313985327355,1.15635719576984e-19,3.20759678856455e-17
"ENSG00000169738","DCXR",627.449246972015,2.1497440288843,0.237255914742213,9.0608659059989,1.29419028042675e-19,3.53713622966634e-17
"ENSG00000112837","TBX18",2754.96812806571,-1.80341120354512,0.19938641394894,-9.04480484817258,1.49932742499164e-19,4.03840582514051e-17
"ENSG00000151726","ACSL1",1460.17800298032,1.60418056735192,0.177466564718021,9.0393397195738,1.57620990134615e-19,4.18483728807403e-17
"ENSG00000146592","CREB5",669.401293086846,-1.99488993796583,0.221555860621169,-9.00400437331166,2.17631478787382e-19,5.6967338496669e-17
"ENSG00000157214","STEAP2",3009.26322295794,1.98770324521362,0.220801851641546,9.00220369727923,2.21231616757182e-19,5.71054110754476e-17
"ENSG00000154734","ADAMTS1",30315.1354711078,2.29533414803064,0.255244565147223,8.99268568835818,2.4126143915558e-19,6.14225184480336e-17
"ENSG00000185432","TMT1A",3885.6492404017,2.32575014433014,0.259324273360729,8.96850153743587,3.005755516781e-19,7.54891436207768e-17
"ENSG00000174306","ZHX3",3234.85251306157,1.14157408936801,0.12767740761133,8.94108136063615,3.85380505871418e-19,9.54972893549373e-17
"ENSG00000173838","MARCHF10",47.3524552949313,3.88507483189855,0.434981730177501,8.93158163289568,4.19960995988811e-19,1.02697040927001e-16
"ENSG00000177283","FZD8",115.085170511591,2.46977036512136,0.277147099996341,8.91140612748237,5.03893726539146e-19,1.21621622178312e-16
"ENSG00000146006","LRRTM2",46.8075965458274,-4.12380300399138,0.463508700334484,-8.89692685599105,5.74143120496372e-19,1.36800639672116e-16
"ENSG00000113456","RAD1",944.895484182232,0.830115379135919,0.0933331000934701,8.89411557426663,5.88863865363228e-19,1.38532087819944e-16
"ENSG00000128311","TST",316.409229736023,1.30478991288075,0.147192832704882,8.86449352800233,7.68526133526871e-19,1.78538227394961e-16
"ENSG00000179593","ALOX15B",67.2430476358842,9.60973580754647,1.08887023292784,8.82541878448368,1.09050959146471e-18,2.50211367374959e-16
"ENSG00000103485","QPRT",865.205449337359,-1.21092792477263,0.137659525930775,-8.79654289512495,1.41095646714086e-18,3.19788121241621e-16
"ENSG00000137672","TRPC6",655.44943678444,1.95878991428224,0.223909167379346,8.74814522874653,2.1688802440596e-18,4.85646257058405e-16
"ENSG00000246430","LINC00968",2162.53881470905,2.06345277960462,0.235924942441804,8.74622563535697,2.20607764200516e-18,4.88094678293643e-16
"ENSG00000118689","FOXO3",5165.48667934315,1.27171166666918,0.146473699632671,8.68218437752575,3.88239387497456e-18,8.48874001957673e-16
"ENSG00000112773","TENT5A",516.800784800124,-1.19084381203198,0.137838201557003,-8.63943230962357,5.64930241218635e-18,1.22084052709864e-15
"ENSG00000106976","DNM1",884.745882993046,-1.75522108445607,0.203196600880998,-8.63804353441924,5.71838287867991e-18,1.22156489425593e-15
"ENSG00000131871","SELENOS",806.896211416967,0.686018775096377,0.0794765286705431,8.63171538279126,6.04386242392874e-18,1.27642253578086e-15
"ENSG00000169715","MT1E",554.194641254197,2.17590509467264,0.253192223803198,8.59388594953031,8.40764779649323e-18,1.75568690222277e-15
"ENSG00000072958","AP1M1",2129.43443527067,1.08848889037617,0.126794395369501,8.58467669019694,9.109224412483e-18,1.88105484117774e-15
"ENSG00000150907","FOXO1",678.868174958036,2.28866146614204,0.267291774682511,8.5624088839266,1.10533388634861e-17,2.25743189865811e-15
"ENSG00000143320","CRABP2",1492.12556609689,-1.67067762810409,0.195673178364141,-8.5381023708575,1.36444015764898e-17,2.75631742716373e-15
"ENSG00000128923","MINDY2",1415.67842643882,1.03527537542805,0.122233073807788,8.46968290313985,2.46061960392888e-17,4.91727046656111e-15
"ENSG00000067369","TP53BP1",1878.40236760863,-0.758276748208834,0.0899896931669602,-8.4262621809587,3.56882060459307e-17,7.05601392940024e-15
"ENSG00000100784","RPS6KA5",87.3238286571985,-2.45369172948522,0.291703786999372,-8.41158681800213,4.04500608198369e-17,7.91330926670177e-15
"ENSG00000163513","TGFBR2",13216.6476019075,1.45496504218667,0.173560314511576,8.38305142671095,5.15729294209672e-17,9.98419680509037e-15
"ENSG00000187193","MT1X",37.3831222408412,3.17271149240713,0.37988562099991,8.35175462565844,6.72562707651032e-17,1.28861628058705e-14
"ENSG00000162704","ARPC5",2581.28053913118,0.887869862514994,0.106424073581252,8.34275397132893,7.25800687953543e-17,1.37642916179761e-14
